work_ID,work_species,work_author,trait_value_3.3.1,trait_value_3.3.2,trait_value_3.6.1,trait_value_3.6.2,trait_value_3.6.3,agreement_3.3.1,agreement_3.3.2,agreement_3.6.1,agreement_3.6.2,agreement_3.6.3,n_3.3.1,n_3.3.2,n_3.6.1,n_3.6.2,n_3.6.3,references_3.3.1,references_3.3.2,references_3.6.1,references_3.6.2,references_3.6.3
44582,Tetragonia echinata,Aiton,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
44620,Tetrapanax papyrifer,(Hook.) K.Koch,unspecialized,anthropochorous,biotic,insect,bee,1,1,1,1,1,1,1,2,2,1,10247,10247,"1,019,910,247","1,019,910,247",10199
44662,Tetratheca pilosa,Labill.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
44708,Teucrium botrys,L.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
44713,Teucrium chamaedrys,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10313,NA,"1,031,310,315","1,031,310,315",NA
44731,Teucrium montanum,L.,anemochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
44735,Teucrium scordium,L.,hydrochorous,hydrochorous,biotic,insect,bee,1,0.75,1,1,1,1,2,2,1,1,10313,"1,031,310,191","1,031,310,315",10313,10315
44736,Teucrium scorodonia,L.,unspecialized,NA,biotic,insect,bee,0.667,NA,1,1,1,3,NA,4,3,1,"1,024,710,328",NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
44749,Thalictrum alpinum,L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
44750,Thalictrum aquilegiifolium,L.,anemochorous,NA,NA,NA,NA,0.667,NA,NA,NA,NA,3,NA,NA,NA,NA,"1,025,510,313",NA,NA,NA,NA
44755,Thalictrum flavum,L.,hydrochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
44757,Thalictrum minus,L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
44769,Thapsia villosa,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
44800,Thelymitra formosa,Colenso,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
44807,Thelymitra ixioides,Sw.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
44824,Thelymitra pulchella,Hook.f.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
44901,Thelypteris palustris,Schott,anemochorous,anemochorous,abiotic,wind,wind,1,1,1,1,1,1,1,1,1,1,10313,10313,10315,10315,10315
44949,Themeda triandra,Forssk.,zoochorous,NA,abiotic,wind,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10328,10328,NA
44952,Theobroma cacao,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10199,10199,NA
44966,Thesium humifusum,DC.,zoochorous,zoochorous,biotic,insect,bee,1,1,1,1,1,1,1,1,1,1,10191,10191,10315,10315,10315
44970,Thesium linophyllon,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,019,110,313",NA,10313,10313,NA
44977,Thespesia populnea,(L.) Sol. ex Corrêa,hydrochorous,hydrochorous,biotic,bird,bird,1,0.667,1,1,1,1,2,1,1,1,10599,"1,059,910,349",10199,10199,10199
45039,Thrinax radiata,Lodd. ex Schult. & Schult.f.,zoochorous,hydrochorous,NA,NA,NA,0.667,1,NA,NA,NA,3,1,NA,NA,NA,"1,019,210,255",272,NA,NA,NA
45062,Thuarea involuta,(G.Forst.) R.Br. ex Sm.,hydrochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,025,510,599",NA,NA,NA,NA
45065,Thuja plicata,Donn ex D.Don,anemochorous,anemochorous,abiotic,wind,wind,1,1,1,1,1,2,1,1,1,1,"1,019,110,255",10191,10315,10315,10315
45067,Thunbergia alata,Bojer ex Sims,autochorous,autochorous,NA,NA,NA,1,0.75,NA,NA,NA,2,3,NA,NA,NA,"1,017,510,328","101,751,032,810,349",NA,NA,NA
45095,Thymus caespititius,Brot.,zoochorous,epizoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
45150,Tillandsia bulbosa,Hook.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45162,Tillandsia fasciculata,Sw.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45181,Tillandsia recurvata,(L.) L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45182,Tillandsia schiedeana,Steud.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45188,Tillandsia tenuifolia,L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45192,Tillandsia usneoides,(L.) L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45206,Timonius uniflorus,(Banks ex C.F.Gaertn.) Govaerts,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
45234,Tithonia tubaeformis,(Jacq.) Cass.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45245,Tmesipteris tannensis,(Spreng.) Bernh.,anemochorous,anemochorous,abiotic,water,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
45261,Tolpis azorica,(Nutt.) P.Silva,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
45262,Tolpis barbata,(L.) Gaertn.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
45272,Tolpis succulenta,(Aiton) Lowe,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
45273,Tolpis umbellata,Bertol.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
45306,Toona ciliata,M.Roem.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10199,10199,NA
45311,Tordylium maximum,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10191,NA,10313,10313,NA
45320,Torenia thouarsii,(Cham. & Schltdl.) Kuntze,hydrochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45321,Torilis arvensis,(Huds.) Link,zoochorous,NA,biotic,insect,insect,0.667,NA,1,1,1,3,NA,4,3,1,"1,024,710,313",NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
45326,Torilis nodosa,(L.) Gaertn.,zoochorous,NA,biotic,insect,insect,0.8,NA,1,1,1,5,NA,3,3,1,"10,247,101,911,025,500,000",NA,"102,471,031,310,315","102,471,031,310,315",10315
45335,Toronia toru,(A.Cunn.) L.A.S.Johnson & B.G.Briggs,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
45356,Tournefortia gnaphalodes,(L.) R.Br. ex Roem. & Schult.,zoochorous,endozoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,272,272,NA,NA,NA
45379,Toxicodendron diversilobum,(Torr. & A.Gray) Greene,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45381,Toxicodendron radicans,(L.) Kuntze,zoochorous,NA,biotic,insect,insect,1,NA,1,1,1,2,NA,1,1,1,"1,019,710,255",NA,10315,10315,10315
45385,Toxicodendron vernix,(L.) Kuntze,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10192,NA,NA,NA,NA
45386,Toxicoscordion fremontii,(Torr.) Rydb.,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45400,Trachycarpus fortunei,(Hook.) H.Wendl.,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
45416,Tradescantia fluminensis,Vell.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,024,710,328",NA,10247,10247,NA
45419,Tradescantia spathacea,Sw.,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
45421,Tradescantia virginiana,L.,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
45422,Tradescantia zanonia,(L.) Sw.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45423,Tradescantia zebrina,Bosse,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
45437,Tragopogon dubius,Scop.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10255,NA,"1,031,310,315",10313,10315
45440,Tragopogon porrifolius,L.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10255,NA,"1,031,510,328",10328,10315
45443,Tragus australianus,S.T.Blake,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45444,Tragus berteronianus,Schult.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45445,Tragus racemosus,(L.) All.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,"1,019,110,255",10191,NA,NA,NA
45446,Trapa natans,L.,hydrochorous,hydrochorous,NA,NA,NA,1,0.75,NA,NA,NA,2,2,NA,NA,NA,"1,019,110,255","1,019,110,313",NA,NA,NA
45449,Treculia africana,Decne. ex Trécul,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
45453,Trema cannabina,Lour.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
45470,Trewia nudiflora,L.,hydrochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45475,Triadica cochinchinensis,Lour.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45476,Triadica sebifera,(L.) Small,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10199,10199,NA
45481,Tribulus terrestris,L.,zoochorous,zoochorous,biotic,insect,bee,0.75,1,1,1,1,2,1,1,1,1,"1,019,110,255",10191,10199,10199,10199
45488,Trichilia emetica,Vahl,zoochorous,NA,biotic,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,10197,NA,10199,NA,NA
45489,Trichilia glabra,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10259,NA,NA,NA,NA
45491,Trichilia havanensis,Jacq.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45492,Trichilia hirta,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,025,910,255",NA,10199,10199,NA
45493,Trichilia martiana,C.DC.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,710,255",NA,NA,NA,NA
45495,Trichilia moschata,Sw.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45496,Trichilia pallida,Sw.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10199,10199,NA
45518,Trichodesma africanum,(L.) Sm.,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45523,Trichodesma zeylanicum,(Burm.f.) R.Br.,unspecialized,autochorous,biotic,insect,bee,1,1,1,1,1,1,1,1,1,1,10255,10175,10199,10199,10199
45527,Tricholaena teneriffae,(L.f.) Link,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45596,Trichophorum alpinum,(L.) Pers.,anemochorous,anemochorous,abiotic,wind,NA,1,0.75,1,1,NA,2,2,1,1,NA,"1,025,510,313","1,031,310,191",10313,10313,NA
45597,Trichophorum cespitosum,(L.) Hartm.,anemochorous,anemochorous,abiotic,wind,wind,1,1,1,1,1,1,1,2,2,1,10313,10313,"1,031,310,315","1,031,310,315",10315
45627,Trichospermum richii,(A.Gray) Seem.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
45631,Trichostigma octandrum,(L.) H.Walter,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45656,Trifolium alexandrinum,L.,unspecialized,anthropochorous,biotic,insect,bee,1,1,1,1,1,1,1,2,2,1,10247,10247,"1,024,710,315","1,024,710,315",10315
45658,Trifolium angustifolium,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,2,2,NA,"1,024,710,291",NA,"1,024,710,328","1,024,710,328",NA
45660,Trifolium arvense,L.,zoochorous,NA,biotic,insect,NA,0.667,NA,1,1,NA,3,NA,4,3,NA,"1,024,710,291",NA,"10,247,103,131,031,500,000","102,471,031,310,328",NA
45661,Trifolium aureum,Pollich,unspecialized,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,3,2,1,10328,NA,"103,131,031,510,328","1,031,310,328",10315
45669,Trifolium cernuum,Brot.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,2,2,NA,"1,024,710,191",NA,"1,024,710,328","1,024,710,328",NA
45671,Trifolium ciliolatum,Benth.,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45673,Trifolium clypeatum,L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45681,Trifolium fragiferum,L.,anemochorous,NA,biotic,insect,bee,0.667,NA,1,1,1,3,NA,4,3,1,"1,024,710,255",NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
45684,Trifolium globosum,L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45685,Trifolium glomeratum,L.,zoochorous,NA,biotic,insect,NA,0.667,NA,1,1,NA,3,NA,2,2,NA,"1,024,710,191",NA,"1,024,710,328","1,024,710,328",NA
45689,Trifolium hybridum,L.,unspecialized,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,3,2,1,10328,NA,"103,131,031,510,328","1,031,310,328",10315
45690,Trifolium incarnatum,L.,unspecialized,anthropochorous,biotic,insect,bee,1,0.75,1,1,1,1,2,3,2,1,10247,"1,024,710,191","102,471,031,510,328","1,024,710,328",10315
45693,Trifolium lappaceum,L.,zoochorous,zoochorous,biotic,insect,NA,1,0.667,1,1,NA,3,3,1,1,NA,"102,471,019,110,291","1,019,110,291",10247,10247,NA
45695,Trifolium ligusticum,Balb. ex Loisel.,zoochorous,epizoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
45699,Trifolium medium,L.,anemochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,3,2,1,10255,NA,"103,131,031,510,328","1,031,310,328",10315
45701,Trifolium micranthum,Viv.,unspecialized,unspecialized,biotic,insect,bee,1,1,1,1,1,1,1,2,1,1,10328,10328,"1,031,510,328",10328,10315
45704,Trifolium nigrescens,Viv.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10291,10291,NA,NA,NA
45707,Trifolium ornithopodioides,L.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,2,NA,3,2,1,"1,024,710,191",NA,"102,471,031,510,328","1,024,710,328",10315
45714,Trifolium pilulare,Boiss.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45717,Trifolium pratense,L.,unspecialized,NA,biotic,insect,bee,1,NA,1,1,1,2,NA,4,3,1,"1,024,710,328",NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
45719,Trifolium repens,L.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,2,NA,4,3,1,"1,024,710,255",NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
45721,Trifolium retusum,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10191,NA,"1,031,310,328","1,031,310,328",NA
45722,Trifolium scabrum,L.,zoochorous,NA,biotic,insect,bee,0.75,NA,1,1,1,4,NA,4,3,1,"102,471,019,110,291",NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
45727,Trifolium squamosum,L.,zoochorous,epizoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
45728,Trifolium squarrosum,L.,zoochorous,epizoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
45733,Trifolium suffocatum,L.,zoochorous,NA,biotic,insect,NA,0.667,NA,1,1,NA,3,NA,2,2,NA,"1,024,710,191",NA,"1,024,710,328","1,024,710,328",NA
45736,Trifolium tomentosum,L.,zoochorous,zoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10191,10191,10328,10328,NA
45751,Triglochin striata,Ruiz & Pav.,anemochorous,anemochorous,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
45753,Trigonella anguina,Delile,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45759,Trigonella foenum-graecum,L.,zoochorous,zoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,2,2,NA,10291,10291,"1,019,910,315","1,019,910,315",NA
45809,Triplaris americana,L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45811,Triplaris cumingiana,Fisch. & C.A.Mey.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45812,Triplaris weigeltiana,(Rchb.) Kuntze,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45814,Tripleurospermum inodorum,(L.) Sch.Bip.,anemochorous,NA,biotic,insect,NA,0.833,NA,1,1,NA,3,NA,1,1,NA,"1,025,510,328",NA,10328,10328,NA
45828,Tripolium pannonicum,(Jacq.) Dobrocz.,anemochorous,NA,biotic,insect,NA,0.75,NA,1,1,NA,2,NA,2,1,NA,"1,024,210,255",NA,"1,031,310,315",10313,NA
45831,Tripsacum dactyloides,(L.) L.,unspecialized,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
45846,Triptilodiscus pygmaeus,Turcz.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45860,Trisetum flavescens,(L.) P.Beauv.,unspecialized,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,1,1,1,10328,NA,10315,10315,10315
45861,Trisetum glaciale,(Bory) Boiss.,zoochorous,epizoochorous,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,025,610,334","1,025,610,334",NA,NA,NA
45871,Trisetum spicatum,(L.) K.Richt.,anemochorous,anemochorous,abiotic,wind,NA,1,0.667,1,1,NA,1,2,1,1,NA,10242,"1,024,210,191",10328,10328,NA
45895,Tristellateia australasiae,A.Rich.,hydrochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
45899,Tristemma mauritianum,J.F.Gmel.,zoochorous,endozoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10175,10175,NA,NA,NA
45905,Tristiropsis acutangula,Radlk.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
45911,Triticum aestivum,L.,unspecialized,anthropochorous,abiotic,wind,wind,1,0.75,1,1,1,1,2,3,2,2,10191,10191,"101,991,031,510,328","1,031,510,328","1,019,910,315"
45916,Triticum turgidum,L.,unspecialized,anthropochorous,abiotic,wind,wind,1,1,1,1,1,1,1,1,1,1,10191,10191,10199,10199,10199
45917,Tritonia crocata,(L.) Ker Gawl.,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
45918,Tritonia gladiolaris,(Lam.) Goldblatt & J.C.Manning,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,024,710,328",NA,10247,10247,NA
45930,Triumfetta rhomboidea,Jacq.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,1,1,1,10175,NA,10199,10199,10199
45936,Triumfetta tomentosa,Bojer ex Bouton,zoochorous,epizoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10175,10175,NA,NA,NA
45957,Tropaeolum speciosum,Poepp. & Endl.,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
45969,Tsuga heterophylla,(Raf.) Sarg.,anemochorous,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10315,10315,10315
45989,Tulipa sylvestris,L.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
45994,Turgenia latifolia,(L.) Hoffm.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,019,110,313",NA,10313,10313,NA
46004,Turnera ulmifolia,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46010,Turpinia occidentalis,(Sw.) G.Don,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46028,Turritis brassica,Leers,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10313,10313,10313,10313,NA
46029,Turritis glabra,L.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
46030,Tussilago farfara,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,3,2,NA,10255,NA,"103,131,031,510,328","1,031,310,328",NA
46054,Typha angustifolia,L.,anemochorous,anemochorous,abiotic,wind,wind,1,0.833,1,1,1,2,3,2,1,1,"1,024,210,313","102,421,031,310,191","1,031,310,315",10313,10315
46055,Typha domingensis,Pers.,anemochorous,anemochorous,abiotic,wind,wind,1,1,1,1,1,2,2,2,2,1,"1,024,210,247","1,024,210,247","1,019,910,247","1,019,910,247",10199
46057,Typha laxmannii,Lepech.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10242,10242,NA,NA,NA
46058,Typha orientalis,C.Presl,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46069,Ulex gallii,Planch.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46070,Ulex minor,Roth,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,2,2,2,2,NA,"1,024,710,328","1,024,710,328","1,024,710,328","1,024,710,328",NA
46073,Ulmus davidiana,Planch.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10255,10242,NA,NA,NA
46074,Ulmus glabra,Huds.,anemochorous,anemochorous,abiotic,wind,wind,1,0.75,1,1,1,1,2,2,1,1,10255,"1,031,310,191","1,031,310,315",10313,10315
46076,Ulmus laevis,Pall.,anemochorous,anemochorous,abiotic,wind,wind,1,1,1,1,1,2,2,2,1,1,"1,019,110,255","1,019,110,313","1,031,310,315",10313,10315
46079,Ulmus parvifolia,Jacq.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46080,Ulmus rubra,Muhl.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,210,255",NA,NA,NA,NA
46084,Umbilicus horizontalis,(Guss.) DC.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46087,Umbilicus rupestris,(Salisb.) Dandy,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,2,2,1,1,NA,"1,024,710,191","1,024,710,191",10247,10247,NA
46121,Uncinia filiformis,Colenso ex Boott,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
46169,Urena lobata,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,017,510,599",NA,10199,10199,NA
46174,Urera caracasana,(Jacq.) Gaudich. ex Griseb.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46177,Urera elata,(Sw.) Griseb.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46184,Urochloa glumaris,(Trin.) Veldkamp,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
46211,Urospermum picroides,(L.) Scop. ex F.W.Schmidt,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46214,Urtica aspera,Petrie,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
46222,Urtica ferox,G.Forst.,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
