latin,myc
Gymnadenia_conopsea,ORC
Gymnadenia_odoratissima,ORC
Gymnanthes_lucida,AM
Gymnema_sylvestre,NA
Gymnocalycium,AM
Gymnocalycium_monvillei,AM
Gymnocladus_dioica,AM
Gymnodiscus_capillaris,AM
Gymnopogon_brevifolius,AM
Gymnosiphon,AM
Gymnosiphon_bekensis,AM
Gymnosiphon_brachycephalus,AM
Gymnosiphon_breviflorus,AM
Gymnosiphon_capitatus,AM
Gymnosiphon_constrictus,AM
Gymnosiphon_cymosus,AM
Gymnosiphon_danguyanus,AM
Gymnosiphon_divaricatus,AM
Gymnosiphon_fimbriatus,AM
Gymnosiphon_guianensis,AM
Gymnosiphon_longistylus,AM
Gymnosiphon_minutus,AM
Gymnosiphon_panamensis,AM
Gymnosiphon_recurvatus,AM
Gymnosiphon_samoritoureanus,AM
Gymnosiphon_suaveolens,AM
Gymnosiphon_tenellus,AM
Gymnosiphon_usambaricus,AM
Gymnosperma_glutinosum,AM
Gymnospermium_albertii,AM
Gymnosphaera_gigantea,AM
Gymnosporia_montana,AM
Gymnosporia_royleana,NM
Gymnosporia_senegalensis,AM
Gypsophila_altissima,NM
Gypsophila_elegans,NM
Gypsophila_fastigiata,NM
Gypsophila_paniculata,NM
Gypsophila_perfoliata,NM
Gypsophila_uralensis,NM
Gyrinops_walla,AM
Gyrocarpus_americanus,AM
Habenaria_hexaptera,ORC
Haemanthus_albiflos,AM
Haemanthus_pubescens,AM
Haemanthus_sanguineus,AM
Haemodorum_laxum,NM
Haemodorum_spicatum,NM
Hagenia_abyssinica,AM
Hakea_arborescens,NM
Hakea_ceratophylla,NM
Hakea_incrassata,NM
Hakea_lissocarpha,NM
Hakea_ruscifolia,NM
Haldina_cordifolia,AM
Halerpestes,AM
Halerpestes_cymbalaria,AM
Halfordia_scleroxyla,AM
Halimium_halimifolium,AM
Halimium_lasianthum,EM
Halimodendron_halodendron,AM
Halimolobos_hispidula,NM
Halimolobos_lasioloba,NM
Halleria_lucida,AM
Halocarpus_biformis,AM
Halocnemum_strobilaceum,NM
Halogeton_glomeratus,NM
Halothamnus_glaucus,NM
Haloxylon_ammodendron,NM
Haloxylon_griffithii,AM
Haloxylon_persicum,NM
Haloxylon_recurvum,AM
Haloxylon_salicornicum,AM
Haloxylon_scoparium,AM
Hamamelis_japonica,AM
Hamamelis_mollis,AM
Hamelia_patens,AM
Hammarbya_paludosa,ORC
Hampea_appendiculata,AM
Hancea_penangensis,AM
Handroanthus_barbatus,AM
Handroanthus_chrysanthus,AM
Handroanthus_chrysotrichus,AM
Handroanthus_heptaphyllus,AM
Handroanthus_impetiginosus,AM
Handroanthus_serratifolius,AM
Hardenbergia_comptoniana,AM
Hardenbergia_violacea,EM
Hardwickia_binata,AM
Harpephyllum_caffrum,AM
Harpullia_cupanioides,AM
Harrimanella_hypnoides,EM
Harrisia_fragrans,NM
Harungana_madagascariensis,AM
Havardia_albicans,AM
Haworthia_fasciata,AM
Haworthia_viscosa,AM
Hebe_buxifolia,AM
Hebe_salicifolia,AM
Hebenstretia_dentata,NM
Hebenstretia_repens,AM
Hechtia_podantha,AM
Hedeoma_multiflora,AM
Hedera_colchica,AM
Hedera_helix,AM
Hedera_nepalensis,AM
Hedera_rhombea,AM
Hedycarya_arborea,AM
Hedychium_coccineum,AM
Hedychium_coronarium,AM
Hedychium_flavescens,AM
Hedyotis_corymbosa_var._corymbosa,NM
Hedyotis_leschenaultiana,AM
Hedyotis_minutopuberula,AM
Hedysarum_alpinum,AM
Hedysarum_austrosibiricum,AM
Hedysarum_boreale,AM
Hedysarum_caucasicum,AM
Hedysarum_consanguineum,AM
Hedysarum_coronarium,AM
Hedysarum_denticulatum,AM
Hedysarum_grandiflorum,AM
Hedysarum_hedysaroides_subarcticum,AM
Hedysarum_neglectum,AM
Hedysarum_nonnae,AM
Hedysarum_spinosissimum,AM
Hedysarum_sulphurescens,AM
Heimia_salicifolia,AM
Heinsia_crinita,AM
Heisteria_parvifolia,AM
Heleocharis_acicularis,NM
Helianthella_quinquenervis,AM
Helianthemum_almeriense,EM
Helianthemum_bicknellii,EM
Helianthemum_oelandicum_subalpestris,EM
Helianthemum_scoparium,EM
Helianthemum_soongaricum,AM
Helianthemum_stipulatum,AM
Helianthemum_viscarium,AM
Helianthus,AM
Helianthus_annuus,AM
Helianthus_grosseserratus,AM
Helianthus_hirsutus,NM
Helianthus_mollis,AM
Helianthus_niveus,AM
Helianthus_nuttallii,AM
Helianthus_pauciflorus,AM
Helianthus_pauciflorus_subsubrhomboideus,AM
Helianthus_tuberosus,AM
Helichrysum,AM
Helichrysum_,AM
Helichrysum_ambiguum,AM
Helichrysum_arenarium,AM
Helichrysum_cephaloideum,AM
Helichrysum_cymosum,AM
Helichrysum_faradifani,AM
Helichrysum_ferrugineum,AM
Helichrysum_indicum,AM
Helichrysum_ledifolium,AM
Helichrysum_lindleyi,AM
Helichrysum_obcordatum,AM
Helichrysum_obtusifolium,AM
Helichrysum_pandurifolium,AM
Helichrysum_revolutum,AM
Helichrysum_rutidolepis,AM
Helichrysum_scorpioides,AM
Helichrysum_semipapposum,EM
Helichrysum_stoechas,AM
Helichrysum_teretifolium,AM
Helichrysum_wightii,AM
Helicia_cochinchinensis,AM
Helicia_x_formosana,AM
Helicostylis_tomentosa,AM
Helicteres_isora,AM
Helictotrichon_desertorum,AM
Helictotrichon_hookeri,AM
Helictotrichon_pratense,AM
Helictotrichon_pubescens,AM
Helictotrichon_versicolor,AM
Heliocarpus_americanus,AM
Heliocarpus_appendiculatus,AM
Heliocarpus_pallidus,AM
Heliophila_arenaria,NM
Heliophila_crithmifolia,NM
Heliophila_diffusa,NM
Heliophila_digitata,NM
Heliophila_elata,AM
Heliophila_polygaloides,NM
Heliophila_pusilla,NM
Heliophila_seselifolia,NM
Heliopsis_helianthoides,NM
Heliotropium,AM
Heliotropium_,AM
Heliotropium_acutiflorum,AM
Heliotropium_amplexicaule,NM
Heliotropium_anomalum,AM
Heliotropium_cinerascens,NM
Heliotropium_curassavicum,AM
Heliotropium_dasycarpum,NM
Heliotropium_europaeum,AM
Heliotropium_indicum,NA
Heliotropium_leiocarpum,AM
Heliotropium_marifolium,AM
Heliotropium_mendocinum,AM
Heliotropium_ophioglossum,AM
Heliotropium_ovalifolium,AM
Heliotropium_strigosum,NM
Heliotropium_suaveolens,AM
Heliotropium_supinum,NA
Heliotropium_zeylanicum,AM
Helipterum_,AM
Helipterum_craspedioides,AM
Helipterum_manglesii,AM
Helipterum_maryonii,AM
Helleborus_caucasicus,AM
Helleborus_foetidus,AM
Heloniopsis_orientalis,AM
Heloniopsis_orientalis_var._breviscapa,AM
Hemarthria_sibirica,AM
Hemerocallis_citrina,AM
Hemerocallis_lilioasphodelus,AM
Hemerocallis_thunbergii,AM
Hemigenia_sericea,AM
Hemigramma_decurrens,NM
Hemigraphis_hirta,AM
Hemionitis_arifolia,AM
Hemistepta_lyrata,AM
Hemisteptia_lyrata,AM
Hemitomes_congestum,EM
Hemizonia_congesta_subluzulifolia,AM
Henckelia_incana,AM
Henrya,AM
Hepatica_nobilis,AM
Heptacodium_miconioides,AM
Heracleum_asperum,AM
Heracleum_calcareum,AM
Heracleum_candicans,AM
Heracleum_chorodanum,AM
Heracleum_lehmannianum,AM
Heracleum_mantegazzianum,AM
Heracleum_pubescens,AM
Heracleum_sphondylium,AM
Heracleum_sphondylium_submontanum,AM
Heracleum_sphondylium_subsibiricum,AM
Heracleum_sphondylium_var._nipponicum,AM
Heritiera_actinophylla,AM
Heritiera_albiflora,AM
Heritiera_fomes,AM
Heritiera_littoralis,AM
Hermannia_alnifolia,AM
Hermannia_multiflora,AM
Herminium_lanceum,AM
Herminium_monorchis_,ORC
Hertia_intermedia,AM
Hesperevax_sparsiflora,AM
Hesperidanthus_linearifolius,NM
Hesperis_laciniata,NM
Hesperis_persica,NM
Hesperis_sylvestris,NM
Hesperis_tristis,NM
Heteracia_szovitsii,AM
Heteropogon_,NM
Heteropogon_contortus,AM
Heteropogon_triticeus,AM
Heteropterys,AM
Heterosperma_nanum,AM
Heterostemma_tanjorense,NA
Hevea,AM
Hevea_brasiliensis,AM
Hevea_spruceana,NM
Hewittia_malabarica,AM
Hexalectris,ORC
Hexalectris_arizonica,ORC
Hexalectris_brevicaulis,ORC
Hexalectris_grandiflora,ORC
Hexalectris_nitida,ORC
Hexalectris_parviflora,ORC
Hexalectris_spicata,ORC
Hexalectris_warnockii,ORC
Hexalobus_crispiflorus,AM
Hexapterella_gentianoides,AM
Hexapterella_steyermarkii,AM
Heynea_trifolia,AM
Hibbertia_amplexicaulis,AM
Hibbertia_brownei,AM
Hibbertia_complanata,AM
Hibbertia_dealbata,AM
Hibbertia_hypericoides,AM
Hibbertia_linearis,AM
Hibbertia_ovata,AM
Hibbertia_serpyllifolia,AM
Hibbertia_stricta,AM
Hibiscus_,AM
Hibiscus_cannabinus,AM
Hibiscus_elatus,AM
Hibiscus_hamabo,AM
Hibiscus_laevis,AM
Hibiscus_meraukensis,AM
Hibiscus_micranthus,AM
Hibiscus_syriacus,AM
Hibiscus_tiliaceus,AM
Hibiscus_tilliaceus,AM
Hibiscus_vitifolius,AM
Hieracium_,AM
Hieracium_albiflorum,AM
Hieracium_alpinum,AM
Hieracium_alpinum_,AM
Hieracium_bifidum,AM
Hieracium_caesitiifolium,AM
Hieracium_florentinum,AM
Hieracium_hjeltii,AM
Hieracium_hypoglaucum,AM
Hieracium_lachenalii_subCruentifolium,AM
Hieracium_oistophyllum,AM
Hieracium_prenanthoides,AM
Hieracium_sabaundum,AM
Hieracium_subinforme,AM
Hieracium_subpellucidum,AM
Hieracium_umbrosum_subumbrosum,AM
Hieracium_villosum,AM
Hieracium_virosum,AM
Hierochloe_australis,AM
Hierochloe_odorata,AM
Hieronyma_alchorneoides,AM
Hilaria_rigida,AM
Hillebrandia_sandwicensis,AM
Himantoglossum_hircinum_,ORC
Himatanthus_attenuatus,AM
Himatanthus_sucuuba,AM
Hippochaete_debilis,AM
Hippocratea_barbata,AM
Hippocrepis_comosa,AM
Hippocrepis_emerus_subemeroides,AM
Hippocrepis_emerus_subemerus,AM
Hippocrepis_unisiliquosa,AM
Hippophae_tibetana,AM
Hirschfeldia_incana,NM
Hirtella_rugosa,AM
Histiopteris_incisa,AM
Hohenbergia_littoralis,AM
Holarrhena_pubescens,AM
Holmskioldia_sanguinea,NM
Holocalyx_balansae,AM
Holodiscus_discolor,AM
Holodiscus_dumosus,AM
Hologyne,AM
Holoptelea_integrifolia,AM
Holosteum_umbellatum,NM
Holosteum_umbellatum_subglutinosum,NM
Homalium,AM
Homalium_,AM
Homalium_albiflorum,AM
Homalium_ceylanicum,AM
Homalium_cochinchinensis,AM
Homalium_letestui,AM
Homalium_longistylum,AM
Homalium_racemosum,AM
Homalocarpus_bowlesioides,AM
Homalomena_wallisii,NM
Homogyne_alpina,AM
Homolepis_aturensis,AM
Honkenya_peploides,NM
Hopea,EM
Hopea_dryobalanoides,EM
Hopea_ferrea,EM
Hopea_ferruginea,EM
Hopea_jucunda,EM
Hopea_latifolia,EM
Hopea_nervosa,EM
Hopea_odorata,EM
Hopea_parvifolia,EM
Hopea_seminis,EM
Horaninovia_minor,NM
Horaninovia_ulicina,NM
Hordelymus_europaeus,AM
Hordeum_brachyantherum,AM
Hordeum_brevisubulatum,AM
Hordeum_bulbosum,AM
Hordeum_comosum,AM
Hordeum_distichon,AM
Hordeum_jubatum,AM
Hordeum_murinum,AM
Hornungia_petraea,NM
Hornungia_procumbens,NM
Horsfieldia_grandis,AM
Horsfieldia_irya,AM
Horsfieldia_iryaghedhi,AM
Horsfieldia_kingii,AM
Horsfieldia_reticulata,AM
Hortia_regia,AM
Horwoodia_dicksoniae,AM
Hosta_plantaginea,AM
Hosta_sieboldiana,AM
Houttuynia_cordata,AM
Hovea_chorizemifolia,AM
Hovea_linearis,AM
Hovea_trisperma,AM
Hovenia_dulcis,AM
Hoya_carnosa,AM
Hudsonia_ericoides,EM
Hudsonia_tomentosa,EM
Hugeria_incisa,AM
Hugonia_serrata,AM
Humiria_balsamifera,AM
Humulus_scandens,AM
Hunteria_umbellata,AM
Hunteria_zeylanica,AM
Huodendron_tibeticum,AM
Huperzia_acerosa,NM
Huperzia_hamiltonii,AM
Huperzia_henryi,AM
Huperzia_lucidula,AM
Huperzia_phlegmaria,AM
Huperzia_serrata,AM
Hyacinthoides_non-scripta,NA
Hyacinthus_orientalis,AM
Hyalochlamys_globifera,AM
Hyalosperma_demissum,EM
Hyalosperma_glutinosum,EM
Hyalosperma_praecox,EM
Hyalosperma_semisterile,EM
Hyalosperma_zacchaeus,EM
Hybanthus_enneaspermus,AM
Hybanthus_floribundus,AM
Hybanthus_monopetalus,AM
Hydnocarpus,AM
Hydnocarpus_,AM
Hydnocarpus_hainanensis,AM
Hydnocarpus_ilicifolia,AM
Hydnocarpus_octandra,AM
Hydrangea_arborescens,AM
Hydrangea_macrophylla,AM
Hydrangea_serratifolia,AM
Hydrobryum_japonicum,NM
Hydrocharis_dubia,NM
Hydrocleys_nymphoides,NM
Hydrocotyle_americana,AM
Hydrocotyle_bonariensis,AM
Hydrocotyle_callicarpa,AM
Hydrocotyle_foveolata,AM
Hydrocotyle_himalaica,AM
Hydrocotyle_javanica,AM
Hydrocotyle_novae-zelandiae,AM
Hydrocotyle_pilifera,AM
Hydrocotyle_ramiflora,AM
Hydrocotyle_setulosa,AM
Hydrocotyle_sibthorpioides,NM
Hydrolea_spinosa,NM
Hydrolea_zeylanica,NA
Hydrophyllum_virginianum,NM
Hydrosme_rivieri,AM
Hygrophila_balsamica,NM
Hygrophila_costata,AM
Hygrophila_heinei,AM
Hylodesmum_repandum,AM
Hylomecon_japonicum,AM
Hylotelephium_erythrostictum,AM
Hymenaea_oblongifolia,AM
Hymenaea_stigonocarpa,AM
Hymenanthera_dentata,NM
Hymenocallis_speciosa,AM
Hymenodictyon_orixense,AM
Hymenolobium_flavum,AM
Hymenopappus_filifolius,AM
Hymenophyllum_atrovirens,AM
Hymenophyllum_badium,AM
Hymenophyllum_barbatum,NM
Hymenophyllum_bivalve,AM
Hymenophyllum_darwinii,AM
Hymenophyllum_demissum,AM
Hymenophyllum_dilatatum,AM
Hymenophyllum_flabellatum,AM
Hymenophyllum_flexuosum,AM
Hymenophyllum_malingii,AM
Hymenophyllum_microcarpum,NM
Hymenophyllum_minimum,NM
Hymenophyllum_multifidum,AM
Hymenophyllum_plicatum,NM
Hymenophyllum_poolii,AM
Hymenophyllum_pulcherrimum,AM
Hymenophyllum_revolutum,AM
Hymenophyllum_rufescens,AM
Hymenophyllum_sanguinolentum,AM
Hymenophyllum_scabrum,AM
Hymenophyllum_villosum,AM
Hymenophyllum_wrightii,AM
Hymenostegia_,AM
Hymenostegia_afzelii,AM
Hymenostegia_bakeriana,AM
Hymenostegia_ngounyensis,AM
Hymenoxys_grandiflora,NM
Hymenoxys_richardsonii,AM
Hyoscyamus,NM
Hyoscyamus_niger,AM
Hyoscyamus_pusillus,AM
Hyoseris_,NM
Hypecoum_pendulum,NM
Hyperanthera_pterygosperma,AM
Hypericum_androsaemum,AM
Hypericum_attenuatum,AM
Hypericum_calycinum,NM
Hypericum_elegans,AM
Hypericum_erectum,AM
Hypericum_gramineum,AM
Hypericum_hirsutum,NM
Hypericum_humifusum,NM
Hypericum_japonicum,AM
Hypericum_linarioides,AM
Hypericum_maculatum,AM
Hypericum_montanum,NM
Hypericum_myrianthum_subtamariscinum,AM
Hypericum_mysurense,AM
Hypericum_pulchrum,AM
Hypocalymma_angustifolium,AM
Hypochaeris_brasiliensis,AM
Hypochaeris_glabra,AM
Hypochaeris_maculata,AM
Hypochaeris_radicata,AM
Hypochoeris_achyrophorus,AM
Hypochoeris_radicata,AM
Hypochoeris_tenuifolia,AM
Hypodematium_crenatum,AM
Hypodiscus_willdenowia,NM
Hypoestes_forskaolii,NM
Hypogomphia_turkestana,AM
Hypolepis_bogotensis,AM
Hypolepis_crassa,AM
Hypolepis_distans,AM
Hypolepis_glandulifera,AM
Hypolepis_hostilis,AM
Hypolepis_millefolium,AM
Hypolepis_punctata,AM
Hypolepis_rugulosa,AM
Hypolepis_tenuifolia,AM
Hypolytrum_bullatum,AM
Hypolytrum_nemorum,NM
Hypolytrum_pulchrum,AM
Hyptis_,AM
Hyptis_capitata,AM
Hyptis_emoryi,AM
Hyptis_laniflora,AM
Hyptis_lantanifolia,AM
Hyptis_obtusiflora,AM
Hyptis_rugosa,AM
Hyptis_spicigera,AM
Hyptis_suaveolens,AM
Hyssopus_officinalis,AM
Ianhedgea_minutiflora,NM
Iberis_carnosa,NM
Iberis_linifolia,NM
Iberis_odorata,NM
Iberis_pectinata,NM
Iberis_pinnata,NM
Iberis_procumbens,NM
Iberis_saxatilis,AM
Iberis_semperflorens,NM
Iberis_sempervirens,AM
Iberis_simplex,NM
Iberis_umbellata,NM
Ichnocarpus_frutescens,NA
Idahoa_scapigera,NM
Idesia_polycarpa,AM
Idesia_polycarpa_var._vestita,AM
Idria_columnaris,AM
Ifloga_ambigua,AM
Ilex,AM
Ilex_,AM
Ilex_asprella,AM
Ilex_cassine,AM
Ilex_chinensis,AM
Ilex_cinerea,AM
Ilex_colchica,AM
Ilex_cornuta,AM
Ilex_crenata,AM
Ilex_ficoidea,AM
Ilex_inundata,AM
Ilex_latifolia,AM
Ilex_memecylifolia,NM
Ilex_opaca,AM
Ilex_paraguariensis,AM
Ilex_pedunculosa,AM
Ilex_pubescens,AM
Ilex_serrata,AM
Ilex_triflora,AM
Ilex_verticillata,AM
Ilex_viridis,AM
Illicium_anisatum,AM
Illicium_floridanum,AM
Illicium_verum,AM
Illigera_celebica,AM
Impatiens,AM
Impatiens_arguta,AM
Impatiens_brachycentra,AM
Impatiens_capensis,AM
Impatiens_chinensis,AM
Impatiens_mathildae,AM
Impatiens_minor,AM
Impatiens_oppositifolia,AM
Impatiens_pallida,AM
Impatiens_parvifolia,AM
Impatiens_stenantha,AM
Impatiens_textori,AM
Impatiens_walleriana,AM
Imperata_cylindrica,AM
Incarum,AM
Incarvillea_diffusa,AM
Indigofera,AM
Indigofera_amblyantha,AM
Indigofera_argentea,AM
Indigofera_aspalathoides,AM
Indigofera_australis,EM
Indigofera_brevidens,AM
Indigofera_cinerascens,AM
Indigofera_colutea,AM
Indigofera_cordifolia,AM
Indigofera_endecaphylla,AM
Indigofera_glandulosa,AM
Indigofera_hirsuta,AM
Indigofera_kirilowii,AM
Indigofera_limifolia,AM
Indigofera_linnaei,AM
Indigofera_parviflora,AM
Indigofera_pseudotinctoria,AM
Indigofera_saxicola,AM
Indigofera_subulata,AM
Indigofera_tinctoria,AM
Indigofera_trita,AM
Indigofera_vicioides,AM
Indigofera_viscosa,AM
Indigofera_wightii,AM
Indocalamus_longiauritus,NM
Indocalamus_tessellatus,AM
Indoneesiella_echioides,NM
Inga,AM
Inga_,AM
Inga_acreana,AM
Inga_affinis,AM
Inga_edulis,AM
Inga_fagifolia,AM
Inga_laurina,AM
Inga_leiocalycina,AM
Inga_marginata,AM
Inga_nobilis,AM
Inga_pezizifera,AM
Inga_sessilis,AM
Inga_striata,AM
Inga_thibaudiana,AM
Inga_vera,AM
Intsia_bijuga,EM
Intsia_palembanica,AM
Inula_auriculata,AM
Inula_britannica,AM
Inula_cappa,AM
Inula_conyza,AM
Inula_grandiflora,AM
Inula_grandis,AM
Inula_helenium,AM
Inula_hirta,AM
Inula_japonica,AM
Inula_orientalis,AM
Inula_rhizocephala,AM
Inula_salicina,AM
Inula_salsoloides,AM
Iodanthus_pinnatifidus,NM
Ionopsidium_acaule,NM
Ionopsis_utricularioides,ORC
Iphigenia_indica,AM
Iphiona_grantioides,AM
Ipomea,AM
Ipomoea,AM
Ipomoea_alba,AM
Ipomoea_arborescens,AM
Ipomoea_asarifolia,NA
Ipomoea_batatas,AM
Ipomoea_cairica,NA
Ipomoea_carnea,AM
Ipomoea_coptica,AM
Ipomoea_muricata,AM
Ipomoea_nil,AM
Ipomoea_pes-tigridis,AM
Ipomoea_purpurea,AM
Ipomoea_quamoclit,AM
Ipomoea_ramosissima,AM
Ipomoea_staphylina,AM
Ipomopsis_congesta,AM
Iranecio_taraxacifolius,AM
Iris_bulleyana,AM
Iris_domestica,AM
Iris_foetidissima,AM
Iris_germanica,AM
Iris_hoogiana,AM
Iris_korolkowii,AM
Iris_lactea,AM
Iris_lineata,AM
Iris_missouriensis,NM
Iris_narbutii,AM
Iris_pumila,AM
Iris_ruthenica,AM
Iris_sanguinea,AM
Iris_sibirica,AM
Iris_songarica,AM
Iris_stocksii,AM
Iris_stolonifera,AM
Iris_tenuifolia,AM
Iris_versicolor,AM
Irvingia_gabonensis,AM
Irvingia_grandifolia,AM
Irvingia_malayana,AM
Irvingia_robur,AM
Iryanthera_hostmannii,AM
Iryanthera_sagotiana,AM
Isachne_globosa,NA
Isatis_cappadocica,NM
Isatis_djurdjurae,AM
Isatis_emarginata,NM
Isatis_gaubae,NM
Isatis_glauca,NM
Isatis_kotschyana,NM
Isatis_minima,NM
Isatis_steveniana,NM
Ischaemum_anthephoroides,AM
Ischaemum_australe,AM
Ischaemum_barbatum,AM
Ischaemum_byrone,AM
Ischaemum_commutatum,AM
Ischaemum_muticum,AM
Ischaemum_timorense,AM
Isertia_s.,AM
Ismelia_carinata,AM
Isoberlinia_angolensis,EM
Isoberlinia_doka,EM
Isoberlinia_tomentosa,EM
Isocoma_veneta,AM
Isodon_eriocalyx,AM
Isodon_japonicus,AM
Isodon_sculponeatus,AM
Isodon_wightii,NM
Isoetes_echinospora,NM
Isoetes_kirkii,AM
Isoetes_lacustris,NM
Isoetes_transvaalensis,NM
Isolepis_antarctica,NM
Isolepis_aucklandica,NM
Isolepis_cernua,AM
Isolepis_habra,NM
Isolepis_praetextata,NM
Isolepis_ranko,NM
Isolepis_setacea,NM
Isonandra_lanceolata,AM
Isopogon_dubius,NM
Isoptera_sumatrana,EM
Itea_chinensis,AM
Itea_macrophylla,AM
Itea_x_chinensis,AM
Iva_xanthiifolia,AM
Ivesia_gordonii,AM
Ixeris_chinensis,AM
Ixeris_dentata,AM
Ixeris_denticulata,AM
Ixeris_repens,AM
Ixeris_stolonifera,AM
Ixiolaena_,AM
Ixiolirion_tataricum,AM
Ixodia_achillaeoides,EM
Ixora_,AM
Ixora_acuminatissima,AM
Ixora_biflora,AM
Ixora_cibdela,AM
Ixora_finlaysoniana,AM
Ixora_hippoperifera,AM
Ixora_nematopoda,AM
Ixora_pavetta,AM
Jacaranda_,AM
Jacaranda_acutifolia,AM
Jacaranda_caucana,AM
Jacaranda_copaia,AM
Jacaranda_cuspidifolia,AM
Jacaranda_decurrens,AM
Jacaranda_mimosifolia,AM
Jacaranda_puberula,AM
Jacksonia_dilatata,AM
Jacksonia_floribunda,AM
Jacksonia_scoparia,EM
Jacobaea_erucifolia,AM
Jacobaea_incana,AM
Jacobaea_maritima,AM
Jacobaea_maritima_subbicolor,AM
Jacquemontia_ovalifolia,AM
Jacquemontia_ovalifolia_subsp._sandwicensis,AM
Jacquemontia_reclinata,AM
Jamesia_americana,NM
Janusia_guaranitica,AM
Jasione_heldreichii,NM
Jasminum,AM
Jasminum_angustifolium,AM
Jasminum_fruticans,AM
Jasminum_humile,NM
Jasminum_laurifolium,AM
Jasminum_multiflorum,AM
Jasminum_odoratissimum,AM
Jasminum_officinale,AM
Jasminum_pentaneurum,NM
Jasminum_subglandulosum,AM
Jatropha_cinerea,AM
Jatropha_cuneata,AM
Jatropha_curcas,AM
Jatropha_excisa,AM
Jatropha_gossypiifolia,NA
Jaumea_carnosa,AM
Joannesia_princeps,AM
Jollydora_duparquetiana,AM
Jollydora_glandulosa,AM
Jordaaniella_dubia,NM
Jovellana_punctata,AM
Juglans_ailanthifolia,AM
Juglans_allardiana,AM
Juglans_cinerea,AM
Juglans_nigra,AM
Julbernardia_globiflora,EM
Julbernardia_paniculata,EM
Julbernardia_pellegriniana,EM
Juncus,AM
Juncus_acuminatus,NM
Juncus_alpino-articulatus,NM
Juncus_amabilis,NM
Juncus_antarcticus,AM
Juncus_arcticus,NM
Juncus_articulatus_,AM
Juncus_australis,NM
Juncus_brachycephalus,NM
Juncus_bulbosus,NM
Juncus_canadensis,AM
Juncus_castaneus,AM
Juncus_curvatus,NM
Juncus_decipiens,NM
Juncus_distegus,NM
Juncus_dudleyi,AM
Juncus_gregiflorus,NM
Juncus_heldreichianus,AM
Juncus_maritimus,NM
Juncus_maritimus_,NM
Juncus_maximowiczii,NM
Juncus_nastanthus,NM
Juncus_nodosus,NA
Juncus_novae-zelandiae,NM
Juncus_pallidus,NM
Juncus_parryi,NM
Juncus_pauciflorus,NM
Juncus_roemerianus,AM
Juncus_sarophorus,NM
Juncus_stygius,AM
Juncus_torreyi,AM
Juncus_triglumis,AM
Juniperus_californica,AM
Juniperus_chinensis_var._sargentii,AM
Juniperus_communis_var._saxatilis,AM
Juniperus_deppeana,AM
Juniperus_drupacea,AM
Juniperus_excelsa,AM
Juniperus_foetidissima,AM
Juniperus_formosana,AM
Juniperus_horizontalis,AM
Juniperus_indica,AM
Juniperus_macrocarpa,AM
Juniperus_monosperma,AM
Juniperus_occidentalis,AM
Juniperus_osteosperma,AM
Juniperus_oxycedrus,AM
Juniperus_oxycedrus_smacrocarpa,AM
Juniperus_polycarpos,AM
Juniperus_polycarpos_var._turcomanica,AM
Juniperus_procera,AM
Juniperus_procumbens,AM
Juniperus_pseudosabina,AM
Juniperus_rigida_var._conferta,AM
Juniperus_sabina,AM
Juniperus_semiglobosa,AM
Juniperus_squamata,AM
Juniperus_thurifera,AM
Jurinea_mongolica,AM
Jurinea_moschus_subpinnatisecta,AM
Jurinea_multiloba,AM
Justicia_betonica,NM
Justicia_brandegeeana,AM
Justicia_carnea,NM
Justicia_diffusa,NM
Justicia_glauca,AM
Justicia_japonica,AM
Justicia_magnifica,AM
Justicia_pohliana,AM
Justicia_procumbens,AM
Justicia_quinqueangularis,NM
Justicia_tranquebariensis,NA
Kadsura_japonica,AM
Kadua_affinis,AM
Kadua_elatior,AM
Kadua_foggiana,AM
Kaempferia_elegans,AM
Kaempferia_galanga,AM
Kaempferia_parviflora,AM
Kaempferia_rotunda,AM
Kageneckia_lanceolata,AM
Kalanchoe_,AM
Kalanchoe_daigremontiana,AM
Kalanchoe_tomentosa,NM
Kalidium_foliatum,AM
Kalimeris_altaica,AM
Kalimeris_hispida,AM
Kalimeris_incisa,AM
Kalimeris_indica,AM
Kalimeris_tatarica,AM
Kalmia_angustifolia,EM
Kalmia_microphylla,EM
Kalmia_polifolia,EM
Kandelia_obovata,AM
Karelinia_caspia,AM
Kedrostis_foetidissima,AM
Kemulariella_caucasica,AM
Kennedia_prostata,AM
Kennedia_prostrata,AM
Kennedia_prostrata_,EM
Kennedia_rubicunda,AM
Kernera_saxatilis,NM
Keteleeria_davidiana,EM
Khaya_anthotheca,AM
Khaya_ivorensis,AM
Kickxia_spuria,AM
Kielmeyera_argentea,AM
Kielmeyera_coriacea,AM
Kielmeyera_reticulata,AM
Kielmeyera_rubriflora,AM
Kigelia_africana,NA
Kiggelaria_africana,AM
Kihansia_jengiensis,AM
Kihansia_lovettii,AM
Kingia_australis,AM
Kirengeshoma_palmata,AM
Kjellbergiodendron_celebicum,AM
Klaineanthus_gaboniae,AM
Klainedoxa_gabonensis,AM
Klainedoxa_trillesii,AM
Kleinia_grandiflora,AM
Kleinia_pendula,AM
Klotzschia_,AM
Knautia_arvensis,AM
Knema,AM
Knema_cinerea,AM
Knema_furfuracea,AM
Knema_latericia,AM
Knema_latifolia,AM
Knema_laurina,AM
Knoxia_sumatrensis,AM
Kobresia_capillifolia,EM
Kobresia_filicina,EM
